step,time,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,roll,pitch,yaw,vel_x,vel_y,vel_z,omega_x,omega_y,omega_z
262,4.366666666666666,0.050852314,1.2500552e-06,0.08741711,1.0,-7.027841e-07,7.649715e-05,2.7071376e-06,3.1415872394221185,-0.000152994300018916,-1.405154073097492e-06,0.09926668,-5.484026e-06,0.0025959308,0.00020732413,0.013446363,-3.4119282e-06
263,4.383333333333333,0.051835686,9.979508e-07,0.08745254,0.99999994,6.6017736e-07,6.591063e-05,2.7029732e-06,3.1415872475559548,-0.00013182126395250293,1.3207111206892108e-06,0.098337054,-2.5210438e-05,0.0035424246,0.00027465646,-0.0021332917,-8.586046e-07
264,4.4,0.05280917,1.13221e-06,0.087455064,1.0,-1.3873837e-06,-3.2005624e-05,2.6782047e-06,3.1415872970915055,6.401124101529376e-05,-2.7749388191722346e-06,0.09734854,1.342592e-05,0.00025256214,-0.00040983642,-0.019601272,-4.9442156e-06
265,4.416666666666667,0.053799942,9.605e-07,0.087438084,0.99999994,8.549297e-07,1.0631033e-05,2.6747978e-06,3.141587303975756,-2.1262061967508572e-05,1.7099163354128422e-06,0.099077,-1.7171e-05,-0.0016977286,0.0004503388,0.008563442,-6.817068e-07
266,4.433333333333334,0.0547845,1.0097252e-06,0.08742728,0.99999994,3.6633608e-07,-2.5319814e-05,2.6630705e-06,3.141587327466988,5.0639633129234696e-05,7.32537350112139e-07,0.09845582,4.9225227e-06,-0.0010805055,-9.770256e-05,-0.007190393,-2.3506252e-06
267,4.45,0.055776846,9.0076946e-07,0.08742435,1.0,1.3689904e-06,2.7478332e-05,2.7160404e-06,3.141587221433756,-5.49566573750937e-05,2.738130088220103e-06,0.09923466,-1.0895574e-05,-0.00029283087,0.00020072548,0.010571374,1.061471e-05
268,4.466666666666667,0.056753524,7.355851e-07,0.08745029,0.99999994,2.2894249e-06,-4.2364074e-05,2.677166e-06,3.1415872994512553,8.472816532423266e-05,4.578623161721751e-06,0.09766786,-1.6518434e-05,0.002593224,0.00018432253,-0.013983491,-7.807373e-06
269,4.483333333333333,0.057735313,8.201532e-07,0.08747721,1.0,1.434227e-06,-4.4841443e-05,2.610951e-06,3.1415874318163794,8.96828934564553e-05,2.8682198238705325e-06,0.098178916,8.456811e-06,0.0026920715,-0.00017495104,-0.0005068101,-1.3554599e-05
270,4.5,0.058719903,9.426734e-07,0.0874771,0.99999994,9.124216e-07,-5.456504e-05,2.6057237e-06,3.1415874422416525,0.00010913009124147166,1.8245590036602977e-06,0.09845908,1.2252018e-05,-1.0205456e-05,-0.00010513426,-0.001959224,-1.0607374e-06
271,4.516666666666667,0.059706632,1.0491335e-06,0.087450854,1.0,3.7629755e-07,-6.82246e-05,2.600913e-06,3.1415874518152718,0.00013644920720112808,7.522402101223236e-07,0.098672874,1.0646015e-05,-0.0026244982,-0.00010788731,-0.0027489746,-9.765453e-07
272,4.533333333333333,0.06070307,1.3363946e-06,0.08743636,0.99999994,-1.5074303e-06,4.4083718e-06,2.617831e-06,3.1415874179409977,-8.816751920104338e-06,-3.014837666404091e-06,0.09964352,2.8726108e-05,-0.0014490383,-0.0003768417,0.014528833,3.3639228e-06
273,4.55,0.06170106,9.977051e-07,0.08741431,1.0,1.2606448e-06,4.006758e-05,2.7922856e-06,3.141587068917535,-8.013515635973967e-05,2.5215133805378542e-06,0.099799186,-3.3868942e-05,-0.002205545,0.0005551911,0.007152386,3.497822e-05
274,4.566666666666666,0.06268924,1.3320067e-06,0.08740698,0.99999994,-2.8868633e-06,-8.63129e-06,2.856606e-06,3.141586940327641,1.7262565048303813e-05,-5.773776227568916e-06,0.09881747,3.3430166e-05,-0.00073337,-0.0008307087,-0.009754275,1.2904249e-05
275,4.583333333333333,0.06367441,1.2106836e-06,0.08742851,1.0,-1.5336747e-06,-2.7871662e-05,2.8850986e-06,3.14158688330702,5.5743314308687175e-05,-3.067510152998665e-06,0.09851743,-1.2132304e-05,0.002152848,0.0002711442,-0.0038551185,5.722406e-06
276,4.6,0.06465957,1.1446016e-06,0.0874213,0.99999994,-8.647654e-07,-4.7897454e-05,2.8943975e-06,3.141586864711516,9.579490933231405e-05,-1.729808198014382e-06,0.09851568,-6.608211e-06,-0.0007214196,0.00013445245,-0.0040248884,1.878891e-06
277,4.616666666666666,0.06565374,8.950714e-07,0.0874198,1.0,1.046299e-06,1.4056566e-05,2.8699753e-06,3.1415869136097117,-2.811312642192476e-05,2.0926786086228333e-06,0.09941669,-2.4953017e-05,-0.00014964776,0.0003832574,0.012425824,-4.8907e-06
278,4.633333333333333,0.06663207,6.659281e-07,0.08744671,0.99999994,2.0737161e-06,-5.203869e-05,2.8370678e-06,3.1415869796697304,0.00010407739651219217,4.147137248056154e-06,0.097833194,-2.2914335e-05,0.002690999,0.00020554838,-0.013220794,-6.599046e-06
279,4.65,0.06761519,7.280358e-07,0.087473825,0.99999994,1.3829504e-06,-5.174926e-05,2.8488814e-06,3.141586955969727,0.00010349853195656955,2.7656060344050104e-06,0.098311745,6.2107706e-06,0.0027109345,-0.00014942055,6.2607265e-05,2.5477764e-06
280,4.666666666666667,0.068600796,8.1922053e-07,0.08747344,1.0,8.824851e-07,-5.941064e-05,2.834904e-06,3.1415869838864703,0.00011882128214613097,1.7646333525522806e-06,0.098560475,9.1184775e-06,-3.8793707e-05,-0.00010133483,-0.0015513542,-2.8376446e-06
281,4.683333333333334,0.06958861,9.2341287e-07,0.08744723,0.99999994,4.0908816e-07,-7.0448725e-05,2.7712604e-06,3.1415871111263356,0.00014089745988643543,8.177859069924409e-07,0.09878106,1.0419235e-05,-0.0026200532,-9.533223e-05,-0.002223005,-1.2825015e-05
282,4.7,0.070586,1.2081805e-06,0.08743306,1.0,-1.416177e-06,2.9350228e-06,2.7926824e-06,3.1415870682333455,-5.870053607193171e-06,-2.832337691272002e-06,0.099739484,2.847676e-05,-0.0014170026,-0.0003658273,0.014706226,4.273221e-06
283,4.716666666666667,0.071573496,1.1105416e-06,0.08743768,0.99999994,-4.1836228e-07,-2.3075167e-05,2.7816113e-06,3.1415870903474934,4.6150333633754315e-05,-8.368529753610687e-07,0.09874936,-9.763888e-06,0.0004617998,0.00020041446,-0.0052238544,-2.2166432e-06
284,4.733333333333333,0.07256626,1.3242218e-06,0.08744608,1.0,-1.7322826e-06,8.9195555e-06,2.7882918e-06,3.141587077037106,-1.7839120683316168e-05,-3.4645154844969994e-06,0.09927678,2.1368018e-05,0.00083955197,-0.0002637747,0.0064226296,1.3322655e-06
285,4.75,0.07355188,1.2832265e-06,0.087452926,0.99999994,-1.0104611e-06,-2.2719374e-05,2.801054e-06,3.1415870514354385,4.543874524176594e-05,-2.0210496363137764e-06,0.098561436,-4.0995283e-06,0.0006848821,0.00014509363,-0.006358976,2.5747763e-06
286,4.766666666666667,0.07453794,1.1850585e-06,0.08743359,1.0,-5.041422e-07,-4.6496174e-05,2.790632e-06,3.1415870722790507,9.299234519133392e-05,-1.008543866864997e-06,0.09860633,-9.816797e-06,-0.0019330921,0.000101606114,-0.0047708047,-2.0841026e-06
287,4.783333333333333,0.075533494,9.1580586e-07,0.08742512,0.99999994,1.3580946e-06,1.658341e-05,2.7622468e-06,3.141587129050774,-3.3166814246810006e-05,2.716280878889421e-06,0.099555515,-2.6925269e-05,-0.0008474847,0.00037243965,0.01261684,-5.666456e-06
288,4.8,0.07651785,8.980317e-07,0.08742673,1.0,6.120226e-07,-2.6900552e-06,2.736642e-06,3.141587180308995,5.380113801356501e-06,1.224030426349998e-06,0.09843575,-1.777413e-06,0.0001607263,-0.00014963599,-0.0038658574,-5.138542e-06
289,4.816666666666666,0.077503785,1.1214858e-06,0.08743965,0.99999994,-9.4809417e-07,1.6534656e-05,2.751804e-06,3.141587150012808,-3.306931821578374e-05,-1.896097450382328e-06,0.09859357,2.2345403e-05,0.0012919218,-0.00031398493,0.0038689827,3.052882e-06
290,4.833333333333333,0.07849038,5.798524e-07,0.08739602,1.0,4.016587e-06,-3.2275966e-05,2.7758308e-06,3.14158710218745,6.455195443022532e-05,8.032994622153566e-06,0.09865894,-5.4163338e-05,-0.0043628267,0.0009939114,-0.009771445,4.8027446e-06
291,4.85,0.07947743,7.860845e-07,0.08739462,0.99999994,1.9831186e-06,-4.9383576e-05,2.7733668e-06,3.141587107051797,9.876716874535063e-05,3.965963601304523e-06,0.09870515,2.0623213e-05,-0.00014006779,-0.000409641,-0.003446401,-5.234168e-07
292,4.866666666666666,0.080474615,9.0231805e-07,0.08741821,1.0,1.1631743e-06,4.667799e-05,2.788727e-06,3.141587076027216,-9.335597204995771e-05,2.3266088711171307e-06,0.099718295,1.1623354e-05,0.0023594897,-0.00016413516,0.019223185,3.103777e-06
293,4.883333333333333,0.08146271,1.1331198e-06,0.087450355,1.0,-4.2584145e-07,4.508909e-05,2.7813796e-06,3.1415870908689136,-9.017818459744475e-05,-8.514320803953979e-07,0.098809674,2.308017e-05,0.0032139379,-0.00031779768,-0.00031777567,-1.4549862e-06
294,4.9,0.08244818,1.1469016e-06,0.08743094,0.99999994,2.609187e-07,-7.152299e-06,2.7549233e-06,3.1415871437465097,1.4304600443049154e-05,5.21798044328392e-07,0.09854677,1.3781805e-06,-0.0019414097,0.00013750256,-0.010457533,-5.2976798e-06
295,4.916666666666667,0.083442606,1.3320242e-06,0.08741594,1.0,-1.6599598e-06,2.4436511e-05,2.738116e-06,3.1415871774386996,-4.8873031104346154e-05,-3.3197858242406397e-06,0.099442884,1.851227e-05,-0.0014999431,-0.0003849802,0.006330704,-3.3694248e-06
296,4.933333333333334,0.0844284,1.2576475e-06,0.08740825,0.99999994,-8.431595e-07,-1.8625811e-05,2.7982412e-06,3.1415870570756246,3.725161991319226e-05,-1.6864233640667692e-06,0.09857954,-7.4376735e-06,-0.0007692299,0.0001636936,-0.0086287875,1.2058189e-05
297,4.95,0.08542226,9.738867e-07,0.08741003,1.0,1.0365574e-06,3.1150226e-05,2.7929486e-06,3.1415870676279396,-6.23004467441568e-05,2.073288732695744e-06,0.099386476,-2.8376075e-05,0.00017778798,0.00037677962,0.009978091,-1.0623459e-06
298,4.966666666666667,0.086405426,1.4142556e-06,0.087416716,0.99999994,-3.0924466e-06,5.640415e-06,2.9078064e-06,3.1415868380114373,-1.1280848878136851e-05,-6.184860775304557e-06,0.09831605,4.403689e-05,0.0006684746,-0.0008301464,-0.005128905,2.3113427e-05
299,4.983333333333333,0.08739466,1.1140717e-06,0.087430656,1.0,-2.634308e-07,2.5287465e-05,2.936214e-06,3.1415867811749933,-5.0574931891533836e-05,-5.267130853692237e-07,0.098923706,-3.0018397e-05,0.0013943529,0.0005679293,0.003944256,5.6875274e-06
300,5.0,0.088387124,8.4201076e-07,0.0874175,0.99999994,1.4368708e-06,3.9040067e-05,2.9100333e-06,3.1415868334105563,-7.808013094989796e-05,2.8739689419410297e-06,0.09924609,-2.7206093e-05,-0.0013155773,0.0003440268,0.0027826712,-5.306727e-06
301,5.016666666666667,0.08937148,8.8258525e-07,0.08740828,1.0,8.5300104e-07,-9.831636e-06,2.8732893e-06,3.141586907027957,1.966327671532042e-05,1.705945583019286e-06,0.098435454,4.0574478e-06,-0.00092162477,-0.00011692693,-0.009789507,-7.3697515e-06
302,5.033333333333333,0.090364635,7.5892774e-07,0.08740948,0.99999994,1.8231153e-06,3.641173e-05,2.8514994e-06,3.1415869504578744,-7.28234529601135e-05,3.6464385306800295e-06,0.09931547,-1.236575e-05,0.00012022156,0.00019403396,0.009250468,-4.3489613e-06
303,5.05,0.09134215,6.3654477e-07,0.087437056,1.0,2.6047887e-06,-4.0361425e-05,2.8106583e-06,3.1415870324834185,8.072286441351828e-05,5.209350590451578e-06,0.09775151,-1.2238297e-05,0.0027571272,0.00015637565,-0.015354382,-8.201776e-06
304,5.066666666666666,0.09232501,7.537885e-07,0.08746422,1.0,1.5497932e-06,-4.472957e-05,2.7416343e-06,3.1415871704599017,8.945915149238814e-05,3.0993411073154675e-06,0.098285615,1.1724376e-05,0.0027167597,-0.00021975179,-0.0009098829,-1.4388944e-05
305,5.083333333333333,0.09331035,8.621645e-07,0.0874631,0.99999994,1.1332895e-06,-5.5395307e-05,2.717158e-06,3.1415872193991294,0.0001107906263373426,2.2662781373750107e-06,0.09853376,1.0837593e-05,-0.000111650814,-8.458354e-05,-0.0021661562,-4.9781124e-06
306,5.1,0.094298154,9.609143e-07,0.08743659,1.0,6.2575407e-07,-6.643205e-05,2.6980035e-06,3.1415872576658552,0.00013286409693735735,1.251149675862706e-06,0.098780215,9.874985e-06,-0.0026519862,-0.00010200568,-0.0022183252,-3.858099e-06
307,5.116666666666666,0.09529589,1.2368055e-06,0.08742356,0.99999994,-1.2562307e-06,6.0136517e-06,2.6930222e-06,3.1415872675601317,-1.2027310938078628e-05,-2.512429138512573e-06,0.09977404,2.7589116e-05,-0.0013024937,-0.00037671952,0.014500051,-1.0128923e-06
308,5.133333333333333,0.09627647,1.0023557e-06,0.08744509,1.0,8.800947e-07,-6.1553925e-05,2.674156e-06,3.1415873053863317,0.0001231078540546715,1.7598602310986422e-06,0.09805748,-2.3444976e-05,0.0021525952,0.00042840015,-0.01354826,-3.7685315e-06
309,5.15,0.09726541,1.4480604e-06,0.087424144,1.0,-3.347674e-06,-6.680462e-05,2.7270487e-06,3.141587199045098,0.00013360922066874004,-6.6957124087441144e-06,0.098893605,4.4570468e-05,-0.0020945957,-0.00084696733,-0.0010518986,1.0543234e-05
310,5.166666666666667,0.09825219,1.1873507e-06,0.087428726,0.99999994,-1.3218178e-06,-7.747517e-05,2.7310366e-06,3.141587191311414,0.00015495033755907883,-2.6440588742904225e-06,0.098678745,-2.6070971e-05,0.00045810043,0.00040900474,-0.00215427,8.397183e-07
311,5.183333333333334,0.09924181,1.061121e-06,0.087416284,0.99999994,-7.737741e-07,-7.414932e-05,2.7336457e-06,3.1415871861832576,0.00014829864518794977,-1.5479537054385872e-06,0.09896141,-1.2622967e-05,-0.0012442529,0.00011011194,0.00066823553,5.3183965e-07
312,5.2,0.10024004,8.2082e-07,0.08741183,1.0,1.0624229e-06,-2.0389132e-07,2.7279777e-06,3.1415871976347383,4.077884327990944e-07,2.1248447654720337e-06,0.09982311,-2.4030101e-05,-0.00044530854,0.0003678593,0.014815678,-1.1198263e-06
313,5.216666666666667,0.101228245,4.1428217e-07,0.08742121,0.99999994,3.5199052e-06,-2.7621392e-05,2.725929e-06,3.1415872019256987,5.524280705082596e-05,7.039660334884346e-06,0.09882088,-4.0653784e-05,0.0009380409,0.00049463846,-0.0055183857,-4.180327e-07
314,5.233333333333333,0.102221355,2.5979674e-07,0.08743115,1.0,3.5431374e-06,6.0855086e-06,2.6323087e-06,3.141587388929312,-1.217099860695292e-05,7.0863068015736275e-06,0.09931071,-1.5448544e-05,0.0009942487,4.6513583e-06,0.006774595,-1.8792362e-05
315,5.25,0.10320518,5.1177966e-07,0.08743332,0.99999994,1.677218e-06,-3.6944144e-05,2.5961956e-06,3.141587461322204,7.38883012492142e-05,3.3542444790590764e-06,0.098382376,2.5198293e-05,0.0002178502,-0.0003739928,-0.00862511,-7.2669473e-06
316,5.266666666666667,0.10419175,6.555084e-07,0.087416805,1.0,1.0382848e-06,-5.1349092e-05,2.5733054e-06,3.1415875070855352,0.00010269818974428802,2.0763054036088135e-06,0.098656975,1.4372878e-05,-0.0016514584,-0.00012830117,-0.002892762,-4.6063274e-06
317,5.283333333333333,0.105188005,9.637121e-07,0.087411396,0.99999994,-9.384032e-07,1.3225821e-05,2.5862755e-06,3.141587481063279,-2.6451648471814693e-05,-1.8767381373407943e-06,0.099625714,3.082037e-05,-0.00054086075,-0.0003955388,0.012920463,2.5882541e-06
318,5.3,0.10617261,5.093485e-07,0.08741537,1.0,3.130393e-06,-9.825462e-06,2.540808e-06,3.1415875720351987,1.9650940420889995e-05,6.260736066021622e-06,0.09846008,-4.5436358e-05,0.0003971218,0.00081630563,-0.004624614,-9.1282445e-06
319,5.316666666666666,0.10715925,1.1363356e-06,0.08740161,0.99999994,-2.1490998e-06,-3.8937906e-05,2.5254535e-06,3.141587602515101,7.787580500395741e-05,-4.2983965902188e-06,0.098664306,6.269871e-05,-0.0013755683,-0.0010602179,-0.005846392,-3.11218e-06
320,5.333333333333333,0.108143985,1.2434622e-06,0.08741371,1.0,-7.384796e-07,-5.7986166e-05,2.6203818e-06,3.141587412740548,0.00011597232842253113,-1.4772631520276747e-06,0.098473676,1.0712657e-05,0.0012100298,0.00028332547,-0.0038257535,1.908516e-05
321,5.35,0.10913216,1.2305021e-06,0.08740647,1.0,-4.985593e-07,-5.9843347e-05,2.6190141e-06,3.141587415501824,0.00011968669147854882,-9.974320693828531e-07,0.09881813,-1.2960057e-06,-0.0007245657,5.125223e-05,-0.00039672598,-2.8886564e-07
322,5.366666666666666,0.11012909,1.0022499e-06,0.0874052,0.99999994,1.157249e-06,7.550392e-06,2.6286657e-06,3.141587396240609,-1.5100779182430912e-05,2.3145378662547955e-06,0.09969264,-2.2825225e-05,-0.0001276059,0.00033153273,0.013495296,1.9458264e-06
323,5.383333333333333,0.11110944,8.280465e-07,0.08743214,1.0,2.2507945e-06,-6.097852e-05,2.611367e-06,3.1415874311300573,0.00012195705199480322,4.50127058848615e-06,0.09803569,-1.7420334e-05,0.002694239,0.00021907369,-0.0137263695,-3.4824782e-06
324,5.4,0.1120941,9.301403e-07,0.08745843,0.99999994,1.380548e-06,-5.8705038e-05,2.5958163e-06,3.141587462118875,0.00011741009022969706,2.760791483424896e-06,0.09846561,1.020938e-05,0.0026295611,-0.00018060581,0.0004718219,-3.237224e-06
325,5.416666666666667,0.11307903,1.0880046e-06,0.08745171,1.0,5.719089e-07,-7.422461e-05,2.849417e-06,3.1415869548408866,0.00014844922705603558,1.1433948388095416e-06,0.09849262,1.5786434e-05,-0.0006720828,-0.00016228163,-0.0031146405,5.088156e-05
326,5.433333333333334,0.11406927,1.2442677e-06,0.08742115,0.99999994,-2.4163748e-07,-6.02038e-05,2.772646e-06,3.141587108268378,0.00012040760908060832,-4.836088378645798e-07,0.09902399,1.5626298e-05,-0.0030565453,-0.00016374598,0.0028219093,-1.5461817e-05
327,5.45,0.115067355,1.1342008e-06,0.08741234,1.0,1.1245291e-06,5.6980207e-06,2.7862584e-06,3.141587081060194,-1.1396035106026048e-05,2.249090050199243e-06,0.099808514,-1.1006687e-05,-0.0008802912,0.00027365828,0.013202639,2.7403773e-06
328,5.466666666666667,0.11605573,1.6597294e-06,0.08741896,0.99999994,-2.5415177e-06,-2.5170397e-05,2.7431572e-06,3.141587167147099,5.0340782723479194e-05,-5.083173774567129e-06,0.09883749,5.2552856e-05,0.0006618472,-0.0007334543,-0.0061758924,-8.626043e-06
329,5.483333333333333,0.11704957,1.2830602e-06,0.08742707,1.0,1.4968484e-07,7.865402e-06,2.7818676e-06,3.14158708985228,-1.5730803246460923e-05,2.994134349343369e-07,0.09938379,-3.7666912e-05,0.0008117037,0.0005411407,0.006642987,7.780757e-06
330,5.5,0.11804474,1.4560515e-06,0.08740842,0.99999994,-1.9424222e-06,3.0239158e-05,2.7829558e-06,3.141587087795352,-6.0478330696778215e-05,-3.884676244902963e-06,0.09951719,1.729913e-05,-0.0018652523,-0.00041958637,0.004487076,2.222555e-07
331,5.516666666666667,0.11903186,1.3536162e-06,0.08739274,1.0,-5.06352e-07,-6.623299e-06,2.7162719e-06,3.141587221039355,1.324659567680797e-05,-1.012740028283332e-06,0.098712154,-1.0243524e-05,-0.0015686903,0.0002883406,-0.0074008903,-1.3382492e-05
332,5.533333333333333,0.12002541,1.0840937e-06,0.08739595,0.99999994,1.3128302e-06,3.6783218e-05,2.693591e-06,3.141587266311112,-7.356643346412284e-05,2.6258588177174857e-06,0.099355005,-2.695225e-05,0.00032089508,0.0003646096,0.008700315,-4.548044e-06
333,5.55,0.121010475,6.828791e-07,0.087408654,1.0,3.7969883e-06,-6.2151867e-06,2.692146e-06,3.1415872693451377,1.2430393760975988e-05,7.593943069705844e-06,0.09850649,-4.0121464e-05,0.0012704263,0.00049869163,-0.008631473,-3.1974668e-07
334,5.566666666666666,0.1220015,5.8478497e-07,0.087420076,0.99999994,3.7073578e-06,1.9813973e-05,2.6709108e-06,3.141587311620924,-3.9627929086849534e-05,7.414821870499466e-06,0.09910227,-9.809411e-06,0.0011419802,-1.794473e-05,0.0052071866,-4.228452e-06
335,5.583333333333333,0.12298378,8.5178493e-07,0.087423675,1.0,1.7997518e-06,-2.6774975e-05,2.5824081e-06,3.1415874888699364,5.354995865292089e-05,3.5993652578447666e-06,0.098228164,2.6699996e-05,0.0003597983,-0.00038175553,-0.009324111,-1.7739545e-05
336,5.6,0.1239704,1.0734175e-06,0.08740419,0.99999994,4.304621e-07,-3.1641048e-05,2.682686e-06,3.1415872882446187,6.328210171258064e-05,8.607545034511332e-07,0.09866154,2.216325e-05,-0.0019479985,-0.00027482418,-0.0009766568,2.0117423e-05
337,5.616666666666666,0.12496512,1.3808983e-06,0.08740105,1.0,-1.3869866e-06,2.3571123e-05,2.644131e-06,3.1415873653932302,-4.7142253656096145e-05,-2.7738485162132065e-06,0.099471994,3.0748084e-05,-0.00031409398,-0.0003642679,0.011065178,-7.733662e-06
338,5.633333333333333,0.1259459,1.0565986e-06,0.08741232,0.99999994,2.565561e-06,5.650456e-06,2.5512797e-06,3.141587551000997,-1.1300899447119761e-05,5.131151317394611e-06,0.098077305,-3.2429965e-05,0.0011273032,0.0007939416,-0.0035996507,-1.866429e-05
339,5.65,0.12693006,1.6447359e-06,0.0873961,1.0,-2.527461e-06,-3.1453907e-05,2.5468946e-06,3.1415875596415503,6.290780022100151e-05,-5.0550822094930226e-06,0.09841565,5.8813726e-05,-0.001621927,-0.001023524,-0.0074568535,-8.946132e-07
340,5.666666666666667,0.12791395,1.7268715e-06,0.0874075,0.99999994,-1.0442825e-06,-5.1811425e-05,2.5338882e-06,3.141587585704938,0.00010362285035570018,-2.088827696145046e-06,0.09838994,8.213557e-06,0.0011398732,0.00029839147,-0.0040954594,-2.5967856e-06
341,5.683333333333334,0.12890275,1.6232643e-06,0.08739601,1.0,-2.233603e-07,-4.4177727e-05,2.536519e-06,3.141587580531838,8.835545185337246e-05,-4.469447214550115e-07,0.09887969,-1.0360718e-05,-0.0011491214,0.00016722713,0.001555071,5.429963e-07
342,5.7,0.12990147,1.6290796e-06,0.08741272,0.99999994,-2.4854177e-07,5.3572694e-05,2.549513e-06,3.1415875545899934,-0.00010714539557921121,-4.968103959335224e-07,0.099872604,5.815256e-07,0.0016708162,-5.0865337e-06,0.019552145,2.5945092e-06
343,5.716666666666667,0.13088334,1.6139371e-06,0.087457016,1.0,-2.1529276e-07,1.1438911e-05,2.5598956e-06,3.141587533803478,-2.2877823731004554e-05,-4.305269509785603e-07,0.09818638,-1.5142524e-06,0.0044290866,6.6930943e-06,-0.00845416,2.085019e-06
344,5.733333333333333,0.13186526,1.6036889e-06,0.087472595,0.99999994,-1.401078e-07,-1.6275662e-05,2.570878e-06,3.1415875118289334,3.255132591029053e-05,-2.8029930398965064e-07,0.09819327,-1.0248149e-06,0.0015581404,1.507366e-05,-0.0055511845,2.2008642e-06
345,5.75,0.13284825,1.5641268e-06,0.087456115,1.0,2.3107422e-07,-4.82952e-05,2.5749148e-06,3.1415875037825245,9.659039753873166e-05,4.618997382355161e-07,0.09829776,-3.9562087e-06,-0.0016477031,7.431706e-05,-0.006409444,8.1012365e-07
346,5.766666666666667,0.13383566,1.5700687e-06,0.08742528,0.99999994,3.1627937e-07,-5.7096062e-05,2.5706568e-06,3.1415875123120642,0.00011419213218166746,6.322652288393016e-07,0.09874154,5.9418755e-07,-0.0030836377,1.7266444e-05,-0.0017829775,-8.621693e-07
347,5.783333333333333,0.13483396,1.4161931e-06,0.08741124,1.0,1.5166069e-06,1.143081e-05,2.7574956e-06,3.1415871385638763,-2.286161252595953e-05,3.0332767568808094e-06,0.09983107,-1.538756e-05,-0.0014033312,0.00024026966,0.013719166,3.742347e-05
348,5.8,0.1358153,1.2581701e-06,0.087431826,0.99999994,2.5054603e-06,-6.2530795e-05,2.7307399e-06,3.141587192423024,0.00012506161061565102,5.010579438913254e-06,0.09813351,-1.5802305e-05,0.0020588995,0.0001978126,-0.014792408,-5.3758154e-06
349,5.816666666666666,0.13680087,1.3514547e-06,0.08745438,1.0,1.4840956e-06,-5.991428e-05,2.7048552e-06,3.1415872440571997,0.00011982856873937742,2.9678671027433268e-06,0.09855848,9.328463e-06,0.0022555238,-0.00021307885,0.00054585916,-5.4120333e-06
350,5.833333333333333,0.13778679,1.4834866e-06,0.08744567,1.0,6.029676e-07,-7.2241884e-05,2.635361e-06,3.141587382954999,0.0001444837718889147,1.2055544167388632e-06,0.09859152,1.3203197e-05,-0.0008708947,-0.0001782828,-0.0024944087,-1.4076136e-05
351,5.85,0.13877808,1.6158235e-06,0.08741505,0.99999994,-1.09105486e-07,-5.7465393e-05,2.6520695e-06,3.141587349437925,0.00011493079251168048,-2.1851578924092507e-07,0.099128455,1.32336945e-05,-0.0030624382,-0.00014305652,0.0029684505,3.3480674e-06
352,5.866666666666666,0.13977745,1.4369873e-06,0.08740404,1.0,1.4272168e-06,1.0493067e-05,2.711833e-06,3.1415872298936884,-2.0986125935262834e-05,2.8544905712468704e-06,0.099938095,-1.7883624e-05,-0.0011000924,0.0003072296,0.0135917775,1.1969013e-05
353,5.883333333333333,0.14076982,1.7579354e-06,0.08743126,0.99999994,-4.953589e-07,2.4405452e-05,2.707988e-06,3.141587237637726,-4.881090911812436e-05,-9.90585688587231e-07,0.09923765,3.2094806e-05,0.0027220603,-0.00038623702,0.0027948811,-7.643608e-07
354,5.9,0.14175771,1.2518457e-06,0.08740598,0.99999994,3.7810696e-06,-2.3342314e-05,2.7367776e-06,3.1415871802108617,4.668465208346184e-05,7.562011906436794e-06,0.098788686,-5.0608975e-05,-0.0025279871,0.0008569852,-0.009568235,5.7530137e-06
355,5.916666666666667,0.14275302,1.7432615e-06,0.0873848,1.0,-6.231269e-07,1.25297465e-05,2.6967068e-06,3.1415872601917774,-2.5059496413959437e-05,-1.2461861818025e-06,0.09953043,4.9141585e-05,-0.0021181656,-0.0008817077,0.0071813236,-8.015336e-06
356,5.933333333333334,0.14374131,1.8199117e-06,0.08737735,0.99999994,6.536533e-08,-1.4239772e-05,2.7028448e-06,3.1415872479017963,2.8479546247295318e-05,1.30653686758464e-07,0.09882945,7.665028e-06,-0.0007450053,0.00013772718,-0.0053544585,1.2294128e-06
357,5.95,0.14473572,2.0232992e-06,0.0873851,1.0,-1.6632067e-06,2.898304e-05,2.700539e-06,3.141587252608256,-5.7966089897165674e-05,-3.3262568974734563e-06,0.099441774,2.0338735e-05,0.0007757092,-0.000346182,0.00865567,-4.6611382e-07
358,5.966666666666667,0.14572163,2.0770815e-06,0.08739831,0.99999994,-1.3291734e-06,-1.240034e-05,2.7463875e-06,3.1415871607814836,2.4800674142566592e-05,-2.658415100942335e-06,0.098589994,5.3782214e-06,0.0013209637,6.6843975e-05,-0.008278499,9.1836155e-06
359,5.983333333333333,0.14671336,1.8514143e-06,0.08740921,1.0,7.387779e-07,1.7114588e-05,2.7688739e-06,3.141587115816793,-3.422917097628542e-05,1.4776505468105938e-06,0.09917327,-2.2566723e-05,0.0010903816,0.00041418898,0.005911764,4.5012625e-06
360,6.0,0.14769703,1.8521749e-06,0.08741669,0.99999994,3.336428e-07,-1.9586396e-05,2.7734802e-06,3.141587106642093,3.917279591059142e-05,6.671769712252029e-07,0.09836768,7.607087e-08,0.0007481688,-8.136057e-05,-0.0073722648,9.2125515e-07
